2022-12-26 07:21:16,909 INFO    StreamThr :12275 [internal.py:wandb_internal():87] W&B internal server running at pid: 12275, started at: 2022-12-26 07:21:16.908834
2022-12-26 07:21:16,915 DEBUG   HandlerThread:12275 [handler.py:handle_request():139] handle_request: status
2022-12-26 07:21:16,915 DEBUG   SenderThread:12275 [sender.py:send_request():317] send_request: status
2022-12-26 07:21:16,919 DEBUG   SenderThread:12275 [sender.py:send():303] send: header
2022-12-26 07:21:16,919 INFO    WriterThread:12275 [datastore.py:open_for_write():75] open: ./wandb/run-20221226_072116-22ov220w/run-22ov220w.wandb
2022-12-26 07:21:16,920 DEBUG   SenderThread:12275 [sender.py:send():303] send: run
2022-12-26 07:21:16,922 INFO    SenderThread:12275 [sender.py:_maybe_setup_resume():593] checking resume status for mission_june/MLOps Basics/22ov220w
2022-12-26 07:21:17,730 DEBUG   HandlerThread:12275 [handler.py:handle_request():139] handle_request: check_version
2022-12-26 07:21:17,732 INFO    SenderThread:12275 [dir_watcher.py:__init__():216] watching files in: ./wandb/run-20221226_072116-22ov220w/files
2022-12-26 07:21:17,732 INFO    SenderThread:12275 [sender.py:_start_run_threads():928] run started: 22ov220w with start time 1672039276.908521
2022-12-26 07:21:17,732 DEBUG   SenderThread:12275 [sender.py:send():303] send: summary
2022-12-26 07:21:17,733 INFO    SenderThread:12275 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-26 07:21:17,733 DEBUG   SenderThread:12275 [sender.py:send_request():317] send_request: check_version
2022-12-26 07:21:17,770 DEBUG   HandlerThread:12275 [handler.py:handle_request():139] handle_request: run_start
2022-12-26 07:21:17,772 DEBUG   HandlerThread:12275 [system_info.py:__init__():31] System info init
2022-12-26 07:21:17,772 DEBUG   HandlerThread:12275 [system_info.py:__init__():46] System info init done
2022-12-26 07:21:17,772 INFO    HandlerThread:12275 [system_monitor.py:start():150] Starting system monitor
2022-12-26 07:21:17,772 INFO    SystemMonitor:12275 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-12-26 07:21:17,772 INFO    HandlerThread:12275 [system_monitor.py:probe():171] Collecting system info
2022-12-26 07:21:17,773 INFO    SystemMonitor:12275 [interfaces.py:start():168] Started cpu
2022-12-26 07:21:17,773 INFO    SystemMonitor:12275 [interfaces.py:start():168] Started disk
2022-12-26 07:21:17,774 INFO    SystemMonitor:12275 [interfaces.py:start():168] Started memory
2022-12-26 07:21:17,775 INFO    SystemMonitor:12275 [interfaces.py:start():168] Started network
2022-12-26 07:21:17,777 DEBUG   HandlerThread:12275 [system_info.py:probe():195] Probing system
2022-12-26 07:21:17,779 DEBUG   HandlerThread:12275 [system_info.py:_probe_git():180] Probing git
2022-12-26 07:21:17,785 DEBUG   HandlerThread:12275 [system_info.py:_probe_git():188] Probing git done
2022-12-26 07:21:17,785 DEBUG   HandlerThread:12275 [system_info.py:probe():241] Probing system done
2022-12-26 07:21:17,785 DEBUG   HandlerThread:12275 [system_monitor.py:probe():180] {'os': 'Linux-5.4.0-1094-azure-x86_64-with-glibc2.31', 'python': '3.10.4', 'heartbeatAt': '2022-12-26T07:21:17.777517', 'startedAt': '2022-12-26T07:21:16.894196', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/workspaces/MLOps/Step1-MLMonitoring(Weights&Biases)/train.py', 'codePath': 'Step1-MLMonitoring(Weights&Biases)/train.py', 'git': {'remote': 'https://github.com/Shubh-kr/MLOps', 'commit': 'e42a0609043396f34e2c1ed46080046b5fb390fb'}, 'email': '45756420+Shubh-kr@users.noreply.github.com', 'root': '/workspaces/MLOps', 'host': 'codespaces-a4e48a', 'username': 'codespace', 'executable': '/home/codespace/.python/current/bin/python3', 'cpu_count': 2, 'cpu_count_logical': 4, 'cpu_freq': {'current': 2593.905, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2593.905, 'min': 0.0, 'max': 0.0}, {'current': 2593.905, 'min': 0.0, 'max': 0.0}, {'current': 2593.905, 'min': 0.0, 'max': 0.0}, {'current': 2593.905, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 31.32598876953125, 'used': 12.088890075683594}, 'memory': {'total': 7.771213531494141}}
2022-12-26 07:21:17,786 INFO    HandlerThread:12275 [system_monitor.py:probe():181] Finished collecting system info
2022-12-26 07:21:17,786 INFO    HandlerThread:12275 [system_monitor.py:probe():184] Publishing system info
2022-12-26 07:21:17,786 DEBUG   HandlerThread:12275 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2022-12-26 07:21:17,786 DEBUG   HandlerThread:12275 [system_info.py:_save_pip():67] Saving pip packages done
2022-12-26 07:21:17,786 INFO    HandlerThread:12275 [system_monitor.py:probe():186] Finished publishing system info
2022-12-26 07:21:17,788 DEBUG   SenderThread:12275 [sender.py:send():303] send: files
2022-12-26 07:21:17,789 INFO    SenderThread:12275 [sender.py:_save_file():1171] saving file wandb-metadata.json with policy now
2022-12-26 07:21:17,797 DEBUG   HandlerThread:12275 [handler.py:handle_request():139] handle_request: stop_status
2022-12-26 07:21:17,797 DEBUG   SenderThread:12275 [sender.py:send_request():317] send_request: stop_status
2022-12-26 07:21:18,057 DEBUG   SenderThread:12275 [sender.py:send():303] send: telemetry
2022-12-26 07:21:18,057 DEBUG   SenderThread:12275 [sender.py:send():303] send: metric
2022-12-26 07:21:18,057 DEBUG   SenderThread:12275 [sender.py:send():303] send: telemetry
2022-12-26 07:21:18,058 DEBUG   SenderThread:12275 [sender.py:send():303] send: metric
2022-12-26 07:21:18,058 WARNING SenderThread:12275 [sender.py:send_metric():1127] Seen metric with glob (shouldn't happen)
2022-12-26 07:21:18,528 INFO    Thread-16 :12275 [upload_job.py:push():143] Uploaded file /tmp/tmp59ymdp29wandb/1vdrsmje-wandb-metadata.json
2022-12-26 07:21:18,734 INFO    Thread-13 :12275 [dir_watcher.py:_on_file_created():275] file/dir created: ./wandb/run-20221226_072116-22ov220w/files/output.log
2022-12-26 07:21:18,734 INFO    Thread-13 :12275 [dir_watcher.py:_on_file_created():275] file/dir created: ./wandb/run-20221226_072116-22ov220w/files/requirements.txt
2022-12-26 07:21:18,734 INFO    Thread-13 :12275 [dir_watcher.py:_on_file_created():275] file/dir created: ./wandb/run-20221226_072116-22ov220w/files/wandb-metadata.json
2022-12-26 07:21:18,735 INFO    Thread-13 :12275 [dir_watcher.py:_on_file_created():275] file/dir created: ./wandb/run-20221226_072116-22ov220w/files/wandb-summary.json
2022-12-26 07:21:20,734 INFO    Thread-13 :12275 [dir_watcher.py:_on_file_modified():292] file/dir modified: ./wandb/run-20221226_072116-22ov220w/files/output.log
2022-12-26 07:21:24,215 DEBUG   SenderThread:12275 [sender.py:send():303] send: config
2022-12-26 07:21:24,670 DEBUG   SenderThread:12275 [sender.py:send():303] send: config
2022-12-26 07:21:24,735 INFO    Thread-13 :12275 [dir_watcher.py:_on_file_modified():292] file/dir modified: ./wandb/run-20221226_072116-22ov220w/files/output.log
2022-12-26 07:21:25,007 DEBUG   HandlerThread:12275 [handler.py:handle_request():139] handle_request: log_artifact
2022-12-26 07:21:25,007 DEBUG   SenderThread:12275 [sender.py:send_request():317] send_request: log_artifact
2022-12-26 07:21:25,521 DEBUG   HandlerThread:12275 [handler.py:handle_request():139] handle_request: partial_history
2022-12-26 07:21:25,736 INFO    Thread-13 :12275 [dir_watcher.py:_on_file_created():275] file/dir created: ./wandb/run-20221226_072116-22ov220w/files/media/table/conf_table_0_882d82e6af65f8db1af0.table.json
2022-12-26 07:21:25,737 INFO    Thread-13 :12275 [dir_watcher.py:_on_file_created():275] file/dir created: ./wandb/run-20221226_072116-22ov220w/files/media/table
2022-12-26 07:21:25,737 INFO    Thread-13 :12275 [dir_watcher.py:_on_file_created():275] file/dir created: ./wandb/run-20221226_072116-22ov220w/files/media
2022-12-26 07:21:26,068 DEBUG   HandlerThread:12275 [handler.py:handle_request():139] handle_request: log_artifact
2022-12-26 07:21:26,083 DEBUG   HandlerThread:12275 [handler.py:handle_request():139] handle_request: partial_history
2022-12-26 07:21:26,478 INFO    Thread-17 :12275 [upload_job.py:push():143] Uploaded file /tmp/tmp59ymdp29wandb/19ex7kv9-media/table/conf_table_0_882d82e6af65f8db1af0.table.json
2022-12-26 07:21:26,736 INFO    Thread-13 :12275 [dir_watcher.py:_on_file_modified():292] file/dir modified: ./wandb/run-20221226_072116-22ov220w/files/output.log
2022-12-26 07:21:26,737 INFO    Thread-13 :12275 [dir_watcher.py:_on_file_created():275] file/dir created: ./wandb/run-20221226_072116-22ov220w/files/media/table/examples_1_91f6e347e7ecd02507aa.table.json
2022-12-26 07:21:26,737 INFO    Thread-13 :12275 [dir_watcher.py:_on_file_modified():292] file/dir modified: ./wandb/run-20221226_072116-22ov220w/files/media/table
2022-12-26 07:21:26,831 INFO    Thread-19 :12275 [upload_job.py:push():101] Uploaded file /home/codespace/.cache/wandb/artifacts/obj/md5/32/673cec8431ce366f4453e31259274a
2022-12-26 07:21:27,466 INFO    Thread-20 :12275 [upload_job.py:push():143] Uploaded file /tmp/tmp59ymdp29wandb/8k46xv00-media/table/examples_1_91f6e347e7ecd02507aa.table.json
2022-12-26 07:21:28,293 INFO    SenderThread:12275 [sender.py:send_request_log_artifact():1222] logged artifact run-22ov220w-conf_table - {'id': 'QXJ0aWZhY3Q6MzAyNjk3MzMx', 'digest': '1203c11b5790b1e20102d031c53bdbe4', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjQ4MTU1Mzcx', 'latestArtifact': None}, 'version': 'latest'}
2022-12-26 07:21:28,293 DEBUG   SenderThread:12275 [sender.py:send():303] send: files
2022-12-26 07:21:28,294 INFO    SenderThread:12275 [sender.py:_save_file():1171] saving file media/table/conf_table_0_882d82e6af65f8db1af0.table.json with policy now
2022-12-26 07:21:28,295 DEBUG   SenderThread:12275 [sender.py:send():303] send: metric
2022-12-26 07:21:28,295 DEBUG   SenderThread:12275 [sender.py:send():303] send: metric
2022-12-26 07:21:28,302 DEBUG   SenderThread:12275 [sender.py:send():303] send: metric
2022-12-26 07:21:28,302 DEBUG   SenderThread:12275 [sender.py:send():303] send: metric
2022-12-26 07:21:28,303 DEBUG   SenderThread:12275 [sender.py:send():303] send: metric
2022-12-26 07:21:28,303 DEBUG   SenderThread:12275 [sender.py:send():303] send: metric
2022-12-26 07:21:28,304 DEBUG   SenderThread:12275 [sender.py:send():303] send: metric
2022-12-26 07:21:28,304 DEBUG   SenderThread:12275 [sender.py:send():303] send: metric
2022-12-26 07:21:28,304 DEBUG   SenderThread:12275 [sender.py:send():303] send: history
2022-12-26 07:21:28,305 DEBUG   SenderThread:12275 [sender.py:send():303] send: summary
2022-12-26 07:21:28,309 INFO    SenderThread:12275 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-26 07:21:28,309 DEBUG   SenderThread:12275 [sender.py:send_request():317] send_request: log_artifact
2022-12-26 07:21:28,738 INFO    Thread-13 :12275 [dir_watcher.py:_on_file_modified():292] file/dir modified: ./wandb/run-20221226_072116-22ov220w/files/wandb-summary.json
2022-12-26 07:21:29,131 INFO    Thread-21 :12275 [upload_job.py:push():143] Uploaded file /tmp/tmp59ymdp29wandb/1rimzx3l-media/table/conf_table_0_882d82e6af65f8db1af0.table.json
2022-12-26 07:21:29,391 DEBUG   HandlerThread:12275 [handler.py:handle_request():139] handle_request: partial_history
2022-12-26 07:21:30,816 INFO    Thread-23 :12275 [upload_job.py:push():101] Uploaded file /home/codespace/.cache/wandb/artifacts/obj/md5/a7/18e6139b8d4bb63745400727e0a9ee
2022-12-26 07:21:31,999 INFO    SenderThread:12275 [sender.py:send_request_log_artifact():1222] logged artifact run-22ov220w-examples - {'id': 'QXJ0aWZhY3Q6MzAyNjk3MzQ4', 'digest': '46bca21cb949c7f4e6a861749e0bb5c2', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjQ4MTU1Mzcz', 'latestArtifact': None}, 'version': 'latest'}
2022-12-26 07:21:32,000 DEBUG   SenderThread:12275 [sender.py:send():303] send: files
2022-12-26 07:21:32,000 INFO    SenderThread:12275 [sender.py:_save_file():1171] saving file media/table/examples_1_91f6e347e7ecd02507aa.table.json with policy now
2022-12-26 07:21:32,001 DEBUG   SenderThread:12275 [sender.py:send():303] send: metric
2022-12-26 07:21:32,001 DEBUG   SenderThread:12275 [sender.py:send():303] send: metric
2022-12-26 07:21:32,002 DEBUG   SenderThread:12275 [sender.py:send():303] send: metric
2022-12-26 07:21:32,002 DEBUG   SenderThread:12275 [sender.py:send():303] send: metric
2022-12-26 07:21:32,002 DEBUG   SenderThread:12275 [sender.py:send():303] send: metric
2022-12-26 07:21:32,002 DEBUG   SenderThread:12275 [sender.py:send():303] send: metric
2022-12-26 07:21:32,002 DEBUG   SenderThread:12275 [sender.py:send():303] send: metric
2022-12-26 07:21:32,002 DEBUG   SenderThread:12275 [sender.py:send():303] send: metric
2022-12-26 07:21:32,002 DEBUG   SenderThread:12275 [sender.py:send():303] send: metric
2022-12-26 07:21:32,003 DEBUG   SenderThread:12275 [sender.py:send():303] send: history
