2022-12-26 07:23:37,001 INFO    StreamThr :13539 [internal.py:wandb_internal():87] W&B internal server running at pid: 13539, started at: 2022-12-26 07:23:37.000892
2022-12-26 07:23:37,007 DEBUG   HandlerThread:13539 [handler.py:handle_request():139] handle_request: status
2022-12-26 07:23:37,007 DEBUG   SenderThread:13539 [sender.py:send_request():317] send_request: status
2022-12-26 07:23:37,008 DEBUG   SenderThread:13539 [sender.py:send():303] send: header
2022-12-26 07:23:37,009 INFO    WriterThread:13539 [datastore.py:open_for_write():75] open: ./wandb/run-20221226_072336-30cv56k2/run-30cv56k2.wandb
2022-12-26 07:23:37,009 DEBUG   SenderThread:13539 [sender.py:send():303] send: run
2022-12-26 07:23:37,011 INFO    SenderThread:13539 [sender.py:_maybe_setup_resume():593] checking resume status for mission_june/MLOps Basics/30cv56k2
2022-12-26 07:23:37,786 DEBUG   HandlerThread:13539 [handler.py:handle_request():139] handle_request: check_version
2022-12-26 07:23:37,788 INFO    SenderThread:13539 [dir_watcher.py:__init__():216] watching files in: ./wandb/run-20221226_072336-30cv56k2/files
2022-12-26 07:23:37,788 INFO    SenderThread:13539 [sender.py:_start_run_threads():928] run started: 30cv56k2 with start time 1672039416.999556
2022-12-26 07:23:37,788 DEBUG   SenderThread:13539 [sender.py:send():303] send: summary
2022-12-26 07:23:37,788 INFO    SenderThread:13539 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-26 07:23:37,789 DEBUG   SenderThread:13539 [sender.py:send_request():317] send_request: check_version
2022-12-26 07:23:37,821 DEBUG   HandlerThread:13539 [handler.py:handle_request():139] handle_request: run_start
2022-12-26 07:23:37,823 DEBUG   HandlerThread:13539 [system_info.py:__init__():31] System info init
2022-12-26 07:23:37,823 DEBUG   HandlerThread:13539 [system_info.py:__init__():46] System info init done
2022-12-26 07:23:37,823 INFO    HandlerThread:13539 [system_monitor.py:start():150] Starting system monitor
2022-12-26 07:23:37,823 INFO    SystemMonitor:13539 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-12-26 07:23:37,823 INFO    HandlerThread:13539 [system_monitor.py:probe():171] Collecting system info
2022-12-26 07:23:37,824 INFO    SystemMonitor:13539 [interfaces.py:start():168] Started cpu
2022-12-26 07:23:37,824 INFO    SystemMonitor:13539 [interfaces.py:start():168] Started disk
2022-12-26 07:23:37,825 INFO    SystemMonitor:13539 [interfaces.py:start():168] Started memory
2022-12-26 07:23:37,826 INFO    SystemMonitor:13539 [interfaces.py:start():168] Started network
2022-12-26 07:23:37,828 DEBUG   HandlerThread:13539 [system_info.py:probe():195] Probing system
2022-12-26 07:23:37,830 DEBUG   HandlerThread:13539 [system_info.py:_probe_git():180] Probing git
2022-12-26 07:23:37,836 DEBUG   HandlerThread:13539 [system_info.py:_probe_git():188] Probing git done
2022-12-26 07:23:37,836 DEBUG   HandlerThread:13539 [system_info.py:probe():241] Probing system done
