2022-12-26 07:27:48,085 INFO    StreamThr :15542 [internal.py:wandb_internal():87] W&B internal server running at pid: 15542, started at: 2022-12-26 07:27:48.084018
2022-12-26 07:27:48,087 DEBUG   HandlerThread:15542 [handler.py:handle_request():139] handle_request: status
2022-12-26 07:27:48,088 DEBUG   SenderThread:15542 [sender.py:send_request():317] send_request: status
2022-12-26 07:27:48,090 DEBUG   SenderThread:15542 [sender.py:send():303] send: header
2022-12-26 07:27:48,090 INFO    WriterThread:15542 [datastore.py:open_for_write():75] open: ./wandb/run-20221226_072748-1di2qarb/run-1di2qarb.wandb
2022-12-26 07:27:48,094 DEBUG   SenderThread:15542 [sender.py:send():303] send: run
2022-12-26 07:27:48,096 INFO    SenderThread:15542 [sender.py:_maybe_setup_resume():593] checking resume status for mission_june/MLOps Basics/1di2qarb
2022-12-26 07:27:48,874 DEBUG   HandlerThread:15542 [handler.py:handle_request():139] handle_request: check_version
2022-12-26 07:27:48,876 INFO    SenderThread:15542 [dir_watcher.py:__init__():216] watching files in: ./wandb/run-20221226_072748-1di2qarb/files
2022-12-26 07:27:48,876 INFO    SenderThread:15542 [sender.py:_start_run_threads():928] run started: 1di2qarb with start time 1672039668.083157
2022-12-26 07:27:48,876 DEBUG   SenderThread:15542 [sender.py:send():303] send: summary
2022-12-26 07:27:48,876 INFO    SenderThread:15542 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-26 07:27:48,876 DEBUG   SenderThread:15542 [sender.py:send_request():317] send_request: check_version
2022-12-26 07:27:48,910 DEBUG   HandlerThread:15542 [handler.py:handle_request():139] handle_request: run_start
2022-12-26 07:27:48,911 DEBUG   HandlerThread:15542 [system_info.py:__init__():31] System info init
2022-12-26 07:27:48,912 DEBUG   HandlerThread:15542 [system_info.py:__init__():46] System info init done
2022-12-26 07:27:48,912 INFO    HandlerThread:15542 [system_monitor.py:start():150] Starting system monitor
2022-12-26 07:27:48,912 INFO    SystemMonitor:15542 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-12-26 07:27:48,912 INFO    HandlerThread:15542 [system_monitor.py:probe():171] Collecting system info
2022-12-26 07:27:48,912 INFO    SystemMonitor:15542 [interfaces.py:start():168] Started cpu
2022-12-26 07:27:48,913 INFO    SystemMonitor:15542 [interfaces.py:start():168] Started disk
2022-12-26 07:27:48,913 INFO    SystemMonitor:15542 [interfaces.py:start():168] Started memory
