2022-12-26 07:29:48,767 INFO    StreamThr :16677 [internal.py:wandb_internal():87] W&B internal server running at pid: 16677, started at: 2022-12-26 07:29:48.766543
2022-12-26 07:29:48,769 DEBUG   HandlerThread:16677 [handler.py:handle_request():139] handle_request: status
2022-12-26 07:29:48,770 DEBUG   SenderThread:16677 [sender.py:send_request():317] send_request: status
2022-12-26 07:29:48,772 DEBUG   SenderThread:16677 [sender.py:send():303] send: header
2022-12-26 07:29:48,772 INFO    WriterThread:16677 [datastore.py:open_for_write():75] open: ./wandb/run-20221226_072948-2dybv9b0/run-2dybv9b0.wandb
2022-12-26 07:29:48,774 DEBUG   SenderThread:16677 [sender.py:send():303] send: run
2022-12-26 07:29:48,775 INFO    SenderThread:16677 [sender.py:_maybe_setup_resume():593] checking resume status for mission_june/MLOps Basics/2dybv9b0
2022-12-26 07:29:49,562 DEBUG   HandlerThread:16677 [handler.py:handle_request():139] handle_request: check_version
2022-12-26 07:29:49,564 INFO    SenderThread:16677 [dir_watcher.py:__init__():216] watching files in: ./wandb/run-20221226_072948-2dybv9b0/files
2022-12-26 07:29:49,564 INFO    SenderThread:16677 [sender.py:_start_run_threads():928] run started: 2dybv9b0 with start time 1672039788.764603
2022-12-26 07:29:49,564 DEBUG   SenderThread:16677 [sender.py:send():303] send: summary
2022-12-26 07:29:49,564 INFO    SenderThread:16677 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-26 07:29:49,565 DEBUG   SenderThread:16677 [sender.py:send_request():317] send_request: check_version
2022-12-26 07:29:49,598 DEBUG   HandlerThread:16677 [handler.py:handle_request():139] handle_request: run_start
2022-12-26 07:29:49,599 DEBUG   HandlerThread:16677 [system_info.py:__init__():31] System info init
2022-12-26 07:29:49,599 DEBUG   HandlerThread:16677 [system_info.py:__init__():46] System info init done
2022-12-26 07:29:49,599 INFO    HandlerThread:16677 [system_monitor.py:start():150] Starting system monitor
2022-12-26 07:29:49,600 INFO    SystemMonitor:16677 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-12-26 07:29:49,600 INFO    HandlerThread:16677 [system_monitor.py:probe():171] Collecting system info
2022-12-26 07:29:49,600 INFO    SystemMonitor:16677 [interfaces.py:start():168] Started cpu
2022-12-26 07:29:49,601 INFO    SystemMonitor:16677 [interfaces.py:start():168] Started disk
2022-12-26 07:29:49,602 INFO    SystemMonitor:16677 [interfaces.py:start():168] Started memory
2022-12-26 07:29:49,603 INFO    SystemMonitor:16677 [interfaces.py:start():168] Started network
2022-12-26 07:29:49,605 DEBUG   HandlerThread:16677 [system_info.py:probe():195] Probing system
2022-12-26 07:29:49,607 DEBUG   HandlerThread:16677 [system_info.py:_probe_git():180] Probing git
2022-12-26 07:29:49,613 DEBUG   HandlerThread:16677 [system_info.py:_probe_git():188] Probing git done
2022-12-26 07:29:49,613 DEBUG   HandlerThread:16677 [system_info.py:probe():241] Probing system done
2022-12-26 07:29:49,613 DEBUG   HandlerThread:16677 [system_monitor.py:probe():180] {'os': 'Linux-5.4.0-1094-azure-x86_64-with-glibc2.31', 'python': '3.10.4', 'heartbeatAt': '2022-12-26T07:29:49.605527', 'startedAt': '2022-12-26T07:29:48.753167', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/workspaces/MLOps/Step1-MLMonitoring(Weights&Biases)/train.py', 'codePath': 'Step1-MLMonitoring(Weights&Biases)/train.py', 'git': {'remote': 'https://github.com/Shubh-kr/MLOps', 'commit': 'e42a0609043396f34e2c1ed46080046b5fb390fb'}, 'email': '45756420+Shubh-kr@users.noreply.github.com', 'root': '/workspaces/MLOps', 'host': 'codespaces-a4e48a', 'username': 'codespace', 'executable': '/home/codespace/.python/current/bin/python3', 'cpu_count': 2, 'cpu_count_logical': 4, 'cpu_freq': {'current': 2593.905, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2593.905, 'min': 0.0, 'max': 0.0}, {'current': 2593.905, 'min': 0.0, 'max': 0.0}, {'current': 2593.905, 'min': 0.0, 'max': 0.0}, {'current': 2593.905, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 31.32598876953125, 'used': 12.112167358398438}, 'memory': {'total': 7.771213531494141}}
2022-12-26 07:29:49,613 INFO    HandlerThread:16677 [system_monitor.py:probe():181] Finished collecting system info
2022-12-26 07:29:49,613 INFO    HandlerThread:16677 [system_monitor.py:probe():184] Publishing system info
2022-12-26 07:29:49,613 DEBUG   HandlerThread:16677 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2022-12-26 07:29:49,613 DEBUG   HandlerThread:16677 [system_info.py:_save_pip():67] Saving pip packages done
2022-12-26 07:29:49,614 INFO    HandlerThread:16677 [system_monitor.py:probe():186] Finished publishing system info
2022-12-26 07:29:49,616 DEBUG   SenderThread:16677 [sender.py:send():303] send: files
2022-12-26 07:29:49,616 INFO    SenderThread:16677 [sender.py:_save_file():1171] saving file wandb-metadata.json with policy now
2022-12-26 07:29:49,623 DEBUG   HandlerThread:16677 [handler.py:handle_request():139] handle_request: stop_status
2022-12-26 07:29:49,623 DEBUG   SenderThread:16677 [sender.py:send_request():317] send_request: stop_status
2022-12-26 07:29:49,882 DEBUG   SenderThread:16677 [sender.py:send():303] send: telemetry
2022-12-26 07:29:49,883 DEBUG   SenderThread:16677 [sender.py:send():303] send: metric
2022-12-26 07:29:49,883 DEBUG   SenderThread:16677 [sender.py:send():303] send: telemetry
2022-12-26 07:29:49,883 DEBUG   SenderThread:16677 [sender.py:send():303] send: metric
2022-12-26 07:29:49,884 WARNING SenderThread:16677 [sender.py:send_metric():1127] Seen metric with glob (shouldn't happen)
2022-12-26 07:29:50,323 INFO    Thread-16 :16677 [upload_job.py:push():143] Uploaded file /tmp/tmp_8cuyoliwandb/6tx5dtjh-wandb-metadata.json
2022-12-26 07:29:50,565 INFO    Thread-13 :16677 [dir_watcher.py:_on_file_created():275] file/dir created: ./wandb/run-20221226_072948-2dybv9b0/files/output.log
2022-12-26 07:29:50,565 INFO    Thread-13 :16677 [dir_watcher.py:_on_file_created():275] file/dir created: ./wandb/run-20221226_072948-2dybv9b0/files/wandb-metadata.json
2022-12-26 07:29:50,566 INFO    Thread-13 :16677 [dir_watcher.py:_on_file_created():275] file/dir created: ./wandb/run-20221226_072948-2dybv9b0/files/requirements.txt
2022-12-26 07:29:50,566 INFO    Thread-13 :16677 [dir_watcher.py:_on_file_created():275] file/dir created: ./wandb/run-20221226_072948-2dybv9b0/files/wandb-summary.json
2022-12-26 07:29:52,565 INFO    Thread-13 :16677 [dir_watcher.py:_on_file_modified():292] file/dir modified: ./wandb/run-20221226_072948-2dybv9b0/files/output.log
2022-12-26 07:29:56,078 DEBUG   SenderThread:16677 [sender.py:send():303] send: config
2022-12-26 07:29:56,351 DEBUG   SenderThread:16677 [sender.py:send():303] send: config
2022-12-26 07:29:56,567 INFO    Thread-13 :16677 [dir_watcher.py:_on_file_modified():292] file/dir modified: ./wandb/run-20221226_072948-2dybv9b0/files/output.log
2022-12-26 07:29:56,608 DEBUG   HandlerThread:16677 [handler.py:handle_request():139] handle_request: log_artifact
2022-12-26 07:29:56,608 DEBUG   SenderThread:16677 [sender.py:send_request():317] send_request: log_artifact
2022-12-26 07:29:57,107 DEBUG   HandlerThread:16677 [handler.py:handle_request():139] handle_request: partial_history
2022-12-26 07:29:57,568 INFO    Thread-13 :16677 [dir_watcher.py:_on_file_created():275] file/dir created: ./wandb/run-20221226_072948-2dybv9b0/files/media/table/conf_table_0_be5b9890b94badb778f3.table.json
2022-12-26 07:29:57,568 INFO    Thread-13 :16677 [dir_watcher.py:_on_file_created():275] file/dir created: ./wandb/run-20221226_072948-2dybv9b0/files/media/table
2022-12-26 07:29:57,569 INFO    Thread-13 :16677 [dir_watcher.py:_on_file_created():275] file/dir created: ./wandb/run-20221226_072948-2dybv9b0/files/media
2022-12-26 07:29:57,639 DEBUG   HandlerThread:16677 [handler.py:handle_request():139] handle_request: log_artifact
2022-12-26 07:29:57,648 DEBUG   HandlerThread:16677 [handler.py:handle_request():139] handle_request: partial_history
2022-12-26 07:29:58,324 INFO    Thread-17 :16677 [upload_job.py:push():143] Uploaded file /tmp/tmp_8cuyoliwandb/3bx8hjgq-media/table/conf_table_0_be5b9890b94badb778f3.table.json
2022-12-26 07:29:58,457 INFO    Thread-19 :16677 [upload_job.py:push():101] Uploaded file /home/codespace/.cache/wandb/artifacts/obj/md5/29/f3c3746f777e3a61e8fdd2382fdace
2022-12-26 07:29:58,569 INFO    Thread-13 :16677 [dir_watcher.py:_on_file_modified():292] file/dir modified: ./wandb/run-20221226_072948-2dybv9b0/files/output.log
2022-12-26 07:29:58,569 INFO    Thread-13 :16677 [dir_watcher.py:_on_file_created():275] file/dir created: ./wandb/run-20221226_072948-2dybv9b0/files/media/table/examples_1_91f6e347e7ecd02507aa.table.json
2022-12-26 07:29:58,569 INFO    Thread-13 :16677 [dir_watcher.py:_on_file_modified():292] file/dir modified: ./wandb/run-20221226_072948-2dybv9b0/files/media/table
2022-12-26 07:29:59,613 INFO    SenderThread:16677 [sender.py:send_request_log_artifact():1222] logged artifact run-2dybv9b0-conf_table - {'id': 'QXJ0aWZhY3Q6MzAyNjk5OTY2', 'digest': 'c00bd63c232378a8ff5de78bdf762dbb', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjQ4MTU1NjQy', 'latestArtifact': None}, 'version': 'latest'}
2022-12-26 07:29:59,616 DEBUG   SenderThread:16677 [sender.py:send():303] send: files
2022-12-26 07:29:59,616 INFO    SenderThread:16677 [sender.py:_save_file():1171] saving file media/table/conf_table_0_be5b9890b94badb778f3.table.json with policy now
2022-12-26 07:29:59,617 DEBUG   SenderThread:16677 [sender.py:send():303] send: metric
2022-12-26 07:29:59,618 DEBUG   SenderThread:16677 [sender.py:send():303] send: metric
2022-12-26 07:29:59,618 DEBUG   SenderThread:16677 [sender.py:send():303] send: metric
2022-12-26 07:29:59,618 DEBUG   SenderThread:16677 [sender.py:send():303] send: metric
2022-12-26 07:29:59,619 DEBUG   SenderThread:16677 [sender.py:send():303] send: metric
2022-12-26 07:29:59,619 DEBUG   SenderThread:16677 [sender.py:send():303] send: metric
2022-12-26 07:29:59,619 DEBUG   SenderThread:16677 [sender.py:send():303] send: metric
2022-12-26 07:29:59,619 DEBUG   SenderThread:16677 [sender.py:send():303] send: metric
2022-12-26 07:29:59,622 DEBUG   SenderThread:16677 [sender.py:send():303] send: history
2022-12-26 07:29:59,622 DEBUG   SenderThread:16677 [sender.py:send():303] send: summary
2022-12-26 07:29:59,624 INFO    SenderThread:16677 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-26 07:29:59,624 DEBUG   SenderThread:16677 [sender.py:send_request():317] send_request: log_artifact
